sentence 1,sentence 2,score
"['Wil', 'je', 'het', 'ons', 'laten', 'weten', 'als', 'er', 'nog', 'een', 'goede', 'roddel', 'voorbij', 'komt', '?']","['Wil', 'je', 'het', 'ons', 'laten', 'weten', 'als', 'er', 'een', 'smakelijke', 'roddel', 'voorbij', 'komt', '?']",0.6647
"['Informeer', 'je', 'ons', 'als', 'er', 'achterklap', 'te', 'delen', 'valt', '?']","['Wil', 'je', 'het', 'ons', 'laten', 'weten', 'als', 'er', 'een', 'smakelijke', 'roddel', 'voorbij', 'komt', '?']",0.038
"['Ik', 'om', 'de', 'frituurpan', 'gewoon', 'weg', 'te', 'naaien', 'als', 'je', 'm', 'gebruikt', 'heb', 'voor', 'twee', 'tientjes', 'ga', 'je', 'toch', 'niet', 'zo', '’', 'n', 'ding', 'staan', 'schrobben']","['Ik', 'zou', 'de', 'frituurpan', 'gewoon', 'weggooien', 'als', 'je', 'er', 'klaar', 'mee', 'bent', '.', 'Voor', 'twee', 'tientjes', 'ga', 'je', 'die', 'toch', 'niet', 'schoonmaken', '?']",0.1629
"['Ik', 'om', 'de', 'frituurpan', 'gewoon', 'weg', 'te', 'naaien', 'als', 'je', 'm', 'gebruikt', 'heb', 'voor', 'twee', 'tientjes', 'ga', 'je', 'toch', 'niet', 'zo', '’', 'n', 'ding', 'staan', 'schrobben']","['Ik', 'gooi', 'de', 'frituurpan', 'weg', 'nadat', 'ik', 'hem', 'gebruikt', 'heb', '.', 'De', 'prijs', 'van', 'twee', 'tientjes', 'maakt', 'dat', 'het', 'het', 'niet', 'waard', 'om', 'noeste', 'arbeid', 'te', 'verrichten', 'om', 'hem', 'schoon', 'te', 'krijgen', '.']",0.0241
"['Ik', 'om', 'de', 'frituurpan', 'gewoon', 'weg', 'te', 'naaien', 'als', 'je', 'm', 'gebruikt', 'heb', 'voor', 'twee', 'tientjes', 'ga', 'je', 'toch', 'niet', 'zo', '’', 'n', 'ding', 'staan', 'schrobben']","['Ik', 'gooi', 'de', 'frituurpan', 'gewoon', 'weg', 'nadat', 'ik', 'hem', 'gebruikt', 'heb', '.', 'Voor', 'twintig', 'euro', 'heb', 'ik', 'geen', 'zin', 'om', 'dat', 'ding', 'schoon', 'te', 'maken', '.']",0.1222
"['Ik', 'zou', 'de', 'frituurpan', 'gewoon', 'weggooien', 'als', 'je', 'er', 'klaar', 'mee', 'bent', '.', 'Voor', 'twee', 'tientjes', 'ga', 'je', 'die', 'toch', 'niet', 'schoonmaken', '?']","['Ik', 'gooi', 'de', 'frituurpan', 'weg', 'nadat', 'ik', 'hem', 'gebruikt', 'heb', '.', 'De', 'prijs', 'van', 'twee', 'tientjes', 'maakt', 'dat', 'het', 'het', 'niet', 'waard', 'om', 'noeste', 'arbeid', 'te', 'verrichten', 'om', 'hem', 'schoon', 'te', 'krijgen', '.']",0.0194
"['Ik', 'zou', 'de', 'frituurpan', 'gewoon', 'weggooien', 'als', 'je', 'er', 'klaar', 'mee', 'bent', '.', 'Voor', 'twee', 'tientjes', 'ga', 'je', 'die', 'toch', 'niet', 'schoonmaken', '?']","['Ik', 'gooi', 'de', 'frituurpan', 'gewoon', 'weg', 'nadat', 'ik', 'hem', 'gebruikt', 'heb', '.', 'Voor', 'twintig', 'euro', 'heb', 'ik', 'geen', 'zin', 'om', 'dat', 'ding', 'schoon', 'te', 'maken', '.']",0.0473
"['Ik', 'gooi', 'de', 'frituurpan', 'weg', 'nadat', 'ik', 'hem', 'gebruikt', 'heb', '.', 'De', 'prijs', 'van', 'twee', 'tientjes', 'maakt', 'dat', 'het', 'het', 'niet', 'waard', 'om', 'noeste', 'arbeid', 'te', 'verrichten', 'om', 'hem', 'schoon', 'te', 'krijgen', '.']","['Ik', 'gooi', 'de', 'frituurpan', 'gewoon', 'weg', 'nadat', 'ik', 'hem', 'gebruikt', 'heb', '.', 'Voor', 'twintig', 'euro', 'heb', 'ik', 'geen', 'zin', 'om', 'dat', 'ding', 'schoon', 'te', 'maken', '.']",0.27
"['maar', 'ik', 'merk', 'dat', 'ik', 'achterdochtig', 'ben', ',', 'denk', 'snel', 'dat', 'mensen', 'liegen', '.']","['Ik', 'merk', 'dat', 'ik', 'achterdochtig', 'ben', '.', 'Ik', 'denk', 'snel', 'dat', 'mensen', 'liegen', '.']",0.6163
"['maar', 'ik', 'merk', 'dat', 'ik', 'achterdochtig', 'ben', ',', 'denk', 'snel', 'dat', 'mensen', 'liegen', '.']","['Ik', 'merk', 'dat', 'ik', 'achterdochtig', 'ben', '.', 'Ik', 'ben', 'snel', 'in', 'de', 'veronderstelling', 'dat', 'mensen', 'niet', 'de', 'waarheid', 'spreken', '.']",0.2195
"['maar', 'ik', 'merk', 'dat', 'ik', 'achterdochtig', 'ben', ',', 'denk', 'snel', 'dat', 'mensen', 'liegen', '.']","['Ik', 'merk', 'dat', 'ik', 'achterdochtig', 'ben', '.', 'Ik', 'denk', 'regelmatig', 'dat', 'mensen', 'niet', 'de', 'waarheid', 'spreken', '.']",0.2622
"['Ik', 'merk', 'dat', 'ik', 'achterdochtig', 'ben', '.', 'Ik', 'denk', 'snel', 'dat', 'mensen', 'liegen', '.']","['Ik', 'merk', 'dat', 'ik', 'achterdochtig', 'ben', '.', 'Ik', 'ben', 'snel', 'in', 'de', 'veronderstelling', 'dat', 'mensen', 'niet', 'de', 'waarheid', 'spreken', '.']",0.3967
"['Ik', 'merk', 'dat', 'ik', 'achterdochtig', 'ben', '.', 'Ik', 'denk', 'snel', 'dat', 'mensen', 'liegen', '.']","['Ik', 'merk', 'dat', 'ik', 'achterdochtig', 'ben', '.', 'Ik', 'denk', 'regelmatig', 'dat', 'mensen', 'niet', 'de', 'waarheid', 'spreken', '.']",0.5308
"['Ik', 'merk', 'dat', 'ik', 'achterdochtig', 'ben', '.', 'Ik', 'ben', 'snel', 'in', 'de', 'veronderstelling', 'dat', 'mensen', 'niet', 'de', 'waarheid', 'spreken', '.']","['Ik', 'merk', 'dat', 'ik', 'achterdochtig', 'ben', '.', 'Ik', 'denk', 'regelmatig', 'dat', 'mensen', 'niet', 'de', 'waarheid', 'spreken', '.']",0.6391
"['(', 'neem', 'aan', 'dat', 't', 'een', 'misklik', 'was', '?', '?', '?']","['Ik', 'neem', 'aan', 'dat', 'het', 'een', 'misklik', 'was', ',', 'klopt', 'dat', '?']",0.1473
"['(', 'neem', 'aan', 'dat', 't', 'een', 'misklik', 'was', '?', '?', '?']","['Ik', 'neem', 'aan', 'dat', 'er', 'misgeklikt', 'werd', '.']",0.0945
"['(', 'neem', 'aan', 'dat', 't', 'een', 'misklik', 'was', '?', '?', '?']","['Ik', 'ga', 'er', 'van', 'uit', 'dat', 'het', 'een', 'misklik', 'was', '.']",0.1003
"['Ik', 'neem', 'aan', 'dat', 'het', 'een', 'misklik', 'was', ',', 'klopt', 'dat', '?']","['Ik', 'neem', 'aan', 'dat', 'er', 'misgeklikt', 'werd', '.']",0.2097
"['Ik', 'neem', 'aan', 'dat', 'het', 'een', 'misklik', 'was', ',', 'klopt', 'dat', '?']","['Ik', 'ga', 'er', 'van', 'uit', 'dat', 'het', 'een', 'misklik', 'was', '.']",0.3353
"['Ik', 'neem', 'aan', 'dat', 'er', 'misgeklikt', 'werd', '.']","['Ik', 'ga', 'er', 'van', 'uit', 'dat', 'het', 'een', 'misklik', 'was', '.']",0.0267
"['en', 'ik', 'vind', 'dat', 'mannen', 'hun', 'waffel', 'moeten', 'houden', 'en', 'hun', 'piem', 'in', 'de', 'broek', 'maar']","['Ik', 'vind', 'dat', 'mannen', 'hun', 'mond', 'moeten', 'houden', 'en', 'hun', 'piemel', 'in', 'hun', 'broek', '.']",0.3255
"['en', 'ik', 'vind', 'dat', 'mannen', 'hun', 'waffel', 'moeten', 'houden', 'en', 'hun', 'piem', 'in', 'de', 'broek', 'maar']","['Ik', 'ben', 'van', 'mening', 'dat', 'mannen', 'hun', 'mond', 'moeten', 'houden', 'en', 'hun', 'geslachtsdeel', 'in', 'hun', 'broek', 'moeten', 'houden', '.']",0.1952
"['en', 'ik', 'vind', 'dat', 'mannen', 'hun', 'waffel', 'moeten', 'houden', 'en', 'hun', 'piem', 'in', 'de', 'broek', 'maar']","['Ik', 'ben', 'van', 'mening', 'dat', 'mannen', 'hun', 'mond', 'gesloten', 'moeten', 'houden', 'en', 'hun', 'penis', 'in', 'hun', 'broek', 'moeten', 'laten', '.']",0.1846
"['Ik', 'vind', 'dat', 'mannen', 'hun', 'mond', 'moeten', 'houden', 'en', 'hun', 'piemel', 'in', 'hun', 'broek', '.']","['Ik', 'ben', 'van', 'mening', 'dat', 'mannen', 'hun', 'mond', 'moeten', 'houden', 'en', 'hun', 'geslachtsdeel', 'in', 'hun', 'broek', 'moeten', 'houden', '.']",0.4581
"['Ik', 'vind', 'dat', 'mannen', 'hun', 'mond', 'moeten', 'houden', 'en', 'hun', 'piemel', 'in', 'hun', 'broek', '.']","['Ik', 'ben', 'van', 'mening', 'dat', 'mannen', 'hun', 'mond', 'gesloten', 'moeten', 'houden', 'en', 'hun', 'penis', 'in', 'hun', 'broek', 'moeten', 'laten', '.']",0.3075
"['Ik', 'ben', 'van', 'mening', 'dat', 'mannen', 'hun', 'mond', 'moeten', 'houden', 'en', 'hun', 'geslachtsdeel', 'in', 'hun', 'broek', 'moeten', 'houden', '.']","['Ik', 'ben', 'van', 'mening', 'dat', 'mannen', 'hun', 'mond', 'gesloten', 'moeten', 'houden', 'en', 'hun', 'penis', 'in', 'hun', 'broek', 'moeten', 'laten', '.']",0.6039
"['haha', 'ik', 'heb', 'lifeofyvonne', 'net', 'ook', 'ontvolgd', ',', 'was', 'haar', 'verongelijkte', 'toontje', 'en', 'haar', 'kledlnglijn', 'echt', 'zat', '.']","['Ik', 'ben', 'lifeofyvonne', 'zojuist', 'ook', 'gestopt', 'met', 'volgen', '.', 'Ik', 'was', 'haar', 'verongelijkte', 'toon', 'en', 'kledinglijn', 'helemaal', 'zat', '.']",0.0713
"['haha', 'ik', 'heb', 'lifeofyvonne', 'net', 'ook', 'ontvolgd', ',', 'was', 'haar', 'verongelijkte', 'toontje', 'en', 'haar', 'kledlnglijn', 'echt', 'zat', '.']","['Ik', 'heb', 'net', 'het', 'account', 'lifeofyvonne', 'ontvolgd', '.', 'Ik', 'had', 'genoeg', 'van', 'haar', 'verongelijkte', 'manier', 'van', 'praten', 'en', 'haar', 'kledinglijn', '.']",0.0335
"['haha', 'ik', 'heb', 'lifeofyvonne', 'net', 'ook', 'ontvolgd', ',', 'was', 'haar', 'verongelijkte', 'toontje', 'en', 'haar', 'kledlnglijn', 'echt', 'zat', '.']","['Ik', 'ben', 'zojuist', 'ook', 'gestopt', 'met', 'het', 'volgen', 'van', 'Lifeofyvonne', '.', 'Ik', 'ergerde', 'me', 'aan', 'haar', 'haar', 'verongelijkte', 'toon', 'en', 'haar', 'kledinglijn', '.']",0.0274
"['Ik', 'ben', 'lifeofyvonne', 'zojuist', 'ook', 'gestopt', 'met', 'volgen', '.', 'Ik', 'was', 'haar', 'verongelijkte', 'toon', 'en', 'kledinglijn', 'helemaal', 'zat', '.']","['Ik', 'heb', 'net', 'het', 'account', 'lifeofyvonne', 'ontvolgd', '.', 'Ik', 'had', 'genoeg', 'van', 'haar', 'verongelijkte', 'manier', 'van', 'praten', 'en', 'haar', 'kledinglijn', '.']",0.0335
"['Ik', 'ben', 'lifeofyvonne', 'zojuist', 'ook', 'gestopt', 'met', 'volgen', '.', 'Ik', 'was', 'haar', 'verongelijkte', 'toon', 'en', 'kledinglijn', 'helemaal', 'zat', '.']","['Ik', 'ben', 'zojuist', 'ook', 'gestopt', 'met', 'het', 'volgen', 'van', 'Lifeofyvonne', '.', 'Ik', 'ergerde', 'me', 'aan', 'haar', 'haar', 'verongelijkte', 'toon', 'en', 'haar', 'kledinglijn', '.']",0.2592
"['Ik', 'heb', 'net', 'het', 'account', 'lifeofyvonne', 'ontvolgd', '.', 'Ik', 'had', 'genoeg', 'van', 'haar', 'verongelijkte', 'manier', 'van', 'praten', 'en', 'haar', 'kledinglijn', '.']","['Ik', 'ben', 'zojuist', 'ook', 'gestopt', 'met', 'het', 'volgen', 'van', 'Lifeofyvonne', '.', 'Ik', 'ergerde', 'me', 'aan', 'haar', 'haar', 'verongelijkte', 'toon', 'en', 'haar', 'kledinglijn', '.']",0.1508
"['een', 'wc', 'rol', 'onder', 'z', '’', 'n', 'arm', 'had', '.']","['Hij', 'had', 'een', 'rol', 'toiletpapier', 'onder', 'zijn', 'arm', '.']",0.0336
"['een', 'wc', 'rol', 'onder', 'z', '’', 'n', 'arm', 'had', '.']","['Hij', 'had', 'een', 'rol', 'toiletpapier', 'onder', 'zijn', 'arm', '.']",0.0336
"['een', 'wc', 'rol', 'onder', 'z', '’', 'n', 'arm', 'had', '.']","['Hij', 'had', 'een', 'toiletrol', 'onder', 'zijn', 'arm', '.']",0.0323
"['Hij', 'had', 'een', 'rol', 'toiletpapier', 'onder', 'zijn', 'arm', '.']","['Hij', 'had', 'een', 'rol', 'toiletpapier', 'onder', 'zijn', 'arm', '.']",1.0
"['Hij', 'had', 'een', 'rol', 'toiletpapier', 'onder', 'zijn', 'arm', '.']","['Hij', 'had', 'een', 'toiletrol', 'onder', 'zijn', 'arm', '.']",0.4412
"['Hij', 'had', 'een', 'rol', 'toiletpapier', 'onder', 'zijn', 'arm', '.']","['Hij', 'had', 'een', 'toiletrol', 'onder', 'zijn', 'arm', '.']",0.4412
"['en', 'naar', 'hun', 'website', 'gaat', 'doet', 'dit', 'toch', 'nergens', 'stof', 'opwaaien']","['Als', 'je', 'naar', 'hun', 'website', 'gaat', ',', 'doet', 'dit', 'nergens', 'stof', 'opwaaien', '.']",0.3117
"['en', 'naar', 'hun', 'website', 'gaat', 'doet', 'dit', 'toch', 'nergens', 'stof', 'opwaaien']","['Als', 'je', 'hun', 'website', 'bezoekt', ',', 'veroorzaakt', 'dit', 'geen', 'opschudding', '.']",0.0441
"['en', 'naar', 'hun', 'website', 'gaat', 'doet', 'dit', 'toch', 'nergens', 'stof', 'opwaaien']","['Naar', 'hun', 'website', 'gaan', 'veroorzaakt', 'geen', 'opschudding', '.']",0.0404
"['Als', 'je', 'naar', 'hun', 'website', 'gaat', ',', 'doet', 'dit', 'nergens', 'stof', 'opwaaien', '.']","['Als', 'je', 'hun', 'website', 'bezoekt', ',', 'veroorzaakt', 'dit', 'geen', 'opschudding', '.']",0.0541
"['Als', 'je', 'naar', 'hun', 'website', 'gaat', ',', 'doet', 'dit', 'nergens', 'stof', 'opwaaien', '.']","['Naar', 'hun', 'website', 'gaan', 'veroorzaakt', 'geen', 'opschudding', '.']",0.0348
"['Als', 'je', 'hun', 'website', 'bezoekt', ',', 'veroorzaakt', 'dit', 'geen', 'opschudding', '.']","['Naar', 'hun', 'website', 'gaan', 'veroorzaakt', 'geen', 'opschudding', '.']",0.1243
"['(', 'of', 'ik', 'ben', 'ook', 'gewoon', 'gierig', ')']","['Misschien', 'ben', 'ik', 'ook', 'wel', 'gierig', '.']",0.0405
"['(', 'of', 'ik', 'ben', 'ook', 'gewoon', 'gierig', ')']","['Ik', 'ben', 'tevens', 'inhalig', '.']",0.0295
"['(', 'of', 'ik', 'ben', 'ook', 'gewoon', 'gierig', ')']","['Of', 'ik', 'ben', 'gewoon', 'hebzuchtig', '.']",0.0685
"['Misschien', 'ben', 'ik', 'ook', 'wel', 'gierig', '.']","['Ik', 'ben', 'tevens', 'inhalig', '.']",0.0428
"['Misschien', 'ben', 'ik', 'ook', 'wel', 'gierig', '.']","['Of', 'ik', 'ben', 'gewoon', 'hebzuchtig', '.']",0.0455
"['Ik', 'ben', 'tevens', 'inhalig', '.']","['Of', 'ik', 'ben', 'gewoon', 'hebzuchtig', '.']",0.0485
"['de', 'jurk', 'past', 'gewoon', 'in', 'dit', 'rijtje']","['De', 'jurk', 'past', 'gewoon', 'in', 'dit', 'rijtje', '.']",0.6804
"['de', 'jurk', 'past', 'gewoon', 'in', 'dit', 'rijtje']","['De', 'jurk', 'past', 'in', 'dit', 'rijtje', '.']",0.2056
"['de', 'jurk', 'past', 'gewoon', 'in', 'dit', 'rijtje']","['De', 'jurk', 'past', 'zeker', 'in', 'deze', 'categorie', '.']",0.065
"['De', 'jurk', 'past', 'gewoon', 'in', 'dit', 'rijtje', '.']","['De', 'jurk', 'past', 'in', 'dit', 'rijtje', '.']",0.5154
"['De', 'jurk', 'past', 'gewoon', 'in', 'dit', 'rijtje', '.']","['De', 'jurk', 'past', 'zeker', 'in', 'deze', 'categorie', '.']",0.1562
"['De', 'jurk', 'past', 'in', 'dit', 'rijtje', '.']","['De', 'jurk', 'past', 'zeker', 'in', 'deze', 'categorie', '.']",0.1562
"['ik', 'keek', 'dat', 'altijd', 'stiekem', 'op', 'mijn', 'kleine', 'tv', '’', 'tje', 'in', 'mijn', 'kamer', 'als', 'ik', 'eigenlijk', 'al', 'moest', 'slapen', ',', 'vond', 'hun', 'allemaal', 'zo', 'cool', 'en', '~werelds', '~']","['Ik', 'keek', 'dat', 'altijd', 'stiekem', 'op', 'mijn', 'kleine', 'televisie', 'in', 'mijn', 'kamer', 'als', 'ik', 'moest', 'slapen', '.', 'Ik', 'vond', 'ze', 'allemaal', 'zo', 'stoer', 'en', 'werelds', '.']",0.3674
"['ik', 'keek', 'dat', 'altijd', 'stiekem', 'op', 'mijn', 'kleine', 'tv', '’', 'tje', 'in', 'mijn', 'kamer', 'als', 'ik', 'eigenlijk', 'al', 'moest', 'slapen', ',', 'vond', 'hun', 'allemaal', 'zo', 'cool', 'en', '~werelds', '~']","['Ik', 'keek', 'dit', 'programma', 'vroeger', 'heimelijk', 'op', 'de', 'kleine', 'televisie', 'op', 'mijn', 'kamer', ',', 'wanneer', 'ik', 'reeds', 'zou', 'moeten', 'slapen', '.', 'Ik', 'vond', 'hen', 'allemaal', 'erg', 'stoer', 'en', 'werelds', '.']",0.024
"['ik', 'keek', 'dat', 'altijd', 'stiekem', 'op', 'mijn', 'kleine', 'tv', '’', 'tje', 'in', 'mijn', 'kamer', 'als', 'ik', 'eigenlijk', 'al', 'moest', 'slapen', ',', 'vond', 'hun', 'allemaal', 'zo', 'cool', 'en', '~werelds', '~']","['Ik', 'keek', 'dat', 'altijd', 'in', 'het', 'geheim', 'op', 'mijn', 'kleine', 'televisie', 'in', 'mijn', 'kamer', 'op', 'het', 'moment', 'dat', 'ik', 'eigenlijk', 'al', 'moest', 'slapen', '.', 'Ik', 'vond', 'hun', 'allemaal', 'geweldig', '.']",0.2567
"['Ik', 'keek', 'dat', 'altijd', 'stiekem', 'op', 'mijn', 'kleine', 'televisie', 'in', 'mijn', 'kamer', 'als', 'ik', 'moest', 'slapen', '.', 'Ik', 'vond', 'ze', 'allemaal', 'zo', 'stoer', 'en', 'werelds', '.']","['Ik', 'keek', 'dit', 'programma', 'vroeger', 'heimelijk', 'op', 'de', 'kleine', 'televisie', 'op', 'mijn', 'kamer', ',', 'wanneer', 'ik', 'reeds', 'zou', 'moeten', 'slapen', '.', 'Ik', 'vond', 'hen', 'allemaal', 'erg', 'stoer', 'en', 'werelds', '.']",0.2132
"['Ik', 'keek', 'dat', 'altijd', 'stiekem', 'op', 'mijn', 'kleine', 'televisie', 'in', 'mijn', 'kamer', 'als', 'ik', 'moest', 'slapen', '.', 'Ik', 'vond', 'ze', 'allemaal', 'zo', 'stoer', 'en', 'werelds', '.']","['Ik', 'keek', 'dat', 'altijd', 'in', 'het', 'geheim', 'op', 'mijn', 'kleine', 'televisie', 'in', 'mijn', 'kamer', 'op', 'het', 'moment', 'dat', 'ik', 'eigenlijk', 'al', 'moest', 'slapen', '.', 'Ik', 'vond', 'hun', 'allemaal', 'geweldig', '.']",0.4027
"['Ik', 'keek', 'dit', 'programma', 'vroeger', 'heimelijk', 'op', 'de', 'kleine', 'televisie', 'op', 'mijn', 'kamer', ',', 'wanneer', 'ik', 'reeds', 'zou', 'moeten', 'slapen', '.', 'Ik', 'vond', 'hen', 'allemaal', 'erg', 'stoer', 'en', 'werelds', '.']","['Ik', 'keek', 'dat', 'altijd', 'in', 'het', 'geheim', 'op', 'mijn', 'kleine', 'televisie', 'in', 'mijn', 'kamer', 'op', 'het', 'moment', 'dat', 'ik', 'eigenlijk', 'al', 'moest', 'slapen', '.', 'Ik', 'vond', 'hun', 'allemaal', 'geweldig', '.']",0.1337
"['Omg', 'ja', 'maar', 'dan', 'met', 'zo', '’', 'n', 'hoge', 'nasale', 'stem']","['Inderdaad', ',', 'maar', 'dan', 'met', 'een', 'hoge', 'nasale', 'stem', '.']",0.159
"['Omg', 'ja', 'maar', 'dan', 'met', 'zo', '’', 'n', 'hoge', 'nasale', 'stem']","['Ja', '.', 'Dan', 'echter', 'met', 'een', 'hoge', ',', 'nasale', 'stem', '.']",0.0474
"['Omg', 'ja', 'maar', 'dan', 'met', 'zo', '’', 'n', 'hoge', 'nasale', 'stem']","['Inderdaad', ',', 'maar', 'dan', 'met', 'een', 'hoge', 'nasale', 'stem', '.']",0.159
"['Inderdaad', ',', 'maar', 'dan', 'met', 'een', 'hoge', 'nasale', 'stem', '.']","['Ja', '.', 'Dan', 'echter', 'met', 'een', 'hoge', ',', 'nasale', 'stem', '.']",0.1631
"['Inderdaad', ',', 'maar', 'dan', 'met', 'een', 'hoge', 'nasale', 'stem', '.']","['Inderdaad', ',', 'maar', 'dan', 'met', 'een', 'hoge', 'nasale', 'stem', '.']",1.0
"['Ja', '.', 'Dan', 'echter', 'met', 'een', 'hoge', ',', 'nasale', 'stem', '.']","['Inderdaad', ',', 'maar', 'dan', 'met', 'een', 'hoge', 'nasale', 'stem', '.']",0.1652
"['O', 'gut', 'er', 'moet', 'ook', 'werkelijk', 'op', 'élke', 'slak', 'zout', 'worden', 'gelegd', 'hier']","['Och', 'er', 'moet', 'hier', 'ook', 'werkelijk', 'op', 'élke', 'slak', 'zout', 'worden', 'gelegd', '.']",0.6263
"['O', 'gut', 'er', 'moet', 'ook', 'werkelijk', 'op', 'élke', 'slak', 'zout', 'worden', 'gelegd', 'hier']","['Men', 'heeft', 'op', 'werkelijk', 'alle', 'kleinigheden', 'kritiek', '.']",0.0177
"['O', 'gut', 'er', 'moet', 'ook', 'werkelijk', 'op', 'élke', 'slak', 'zout', 'worden', 'gelegd', 'hier']","['Er', 'worden', 'hier', 'op', 'alle', 'kleine', 'fouten', 'en', 'geringe', 'tekortkomingen', 'aanmerkingen', 'gemaakt', '.']",0.0204
"['Och', 'er', 'moet', 'hier', 'ook', 'werkelijk', 'op', 'élke', 'slak', 'zout', 'worden', 'gelegd', '.']","['Men', 'heeft', 'op', 'werkelijk', 'alle', 'kleinigheden', 'kritiek', '.']",0.0196
"['Och', 'er', 'moet', 'hier', 'ook', 'werkelijk', 'op', 'élke', 'slak', 'zout', 'worden', 'gelegd', '.']","['Er', 'worden', 'hier', 'op', 'alle', 'kleine', 'fouten', 'en', 'geringe', 'tekortkomingen', 'aanmerkingen', 'gemaakt', '.']",0.022
"['Men', 'heeft', 'op', 'werkelijk', 'alle', 'kleinigheden', 'kritiek', '.']","['Er', 'worden', 'hier', 'op', 'alle', 'kleine', 'fouten', 'en', 'geringe', 'tekortkomingen', 'aanmerkingen', 'gemaakt', '.']",0.0204
"['ennnnn', 'als', 'in', 'dit', 'geval', 'john', 'de', 'mol', 'wil', 'praten', ',', 'hij', 'daar', 'wellicht', 'niet', 'mee', 'akkoord', 'zou', 'zijn', 'gegaan', 'als', 'het', 'met', 'een', 'vrouw', 'was', '.']","['En', 'zoals', 'in', 'dit', 'geval', 'dat', 'John', 'de', 'Mol', 'wil', 'praten', ',', 'was', 'hij', 'er', 'wellicht', 'niet', 'mee', 'akkoord', 'zijn', 'gegaan', 'als', 'het', 'gesprek', 'met', 'een', 'vrouw', 'was', '.']",0.3691
"['ennnnn', 'als', 'in', 'dit', 'geval', 'john', 'de', 'mol', 'wil', 'praten', ',', 'hij', 'daar', 'wellicht', 'niet', 'mee', 'akkoord', 'zou', 'zijn', 'gegaan', 'als', 'het', 'met', 'een', 'vrouw', 'was', '.']","['De', 'kans', 'bestaat', 'dat', 'John', 'de', 'Mol', 'niet', 'zou', 'willen', 'praten', ',', 'mocht', 'dit', 'gesprek', 'met', 'een', 'vrouw', 'plaatsvinden', '.']",0.0502
"['ennnnn', 'als', 'in', 'dit', 'geval', 'john', 'de', 'mol', 'wil', 'praten', ',', 'hij', 'daar', 'wellicht', 'niet', 'mee', 'akkoord', 'zou', 'zijn', 'gegaan', 'als', 'het', 'met', 'een', 'vrouw', 'was', '.']","['Als', 'John', 'de', 'Mol', 'in', 'dit', 'geval', 'zou', 'willen', 'praten', ',', 'was', 'hij', 'daar', 'wellicht', 'niet', 'mee', 'akkoord', 'gegaan', 'als', 'het', 'met', 'een', 'vrouw', 'was', '.']",0.5073
"['En', 'zoals', 'in', 'dit', 'geval', 'dat', 'John', 'de', 'Mol', 'wil', 'praten', ',', 'was', 'hij', 'er', 'wellicht', 'niet', 'mee', 'akkoord', 'zijn', 'gegaan', 'als', 'het', 'gesprek', 'met', 'een', 'vrouw', 'was', '.']","['De', 'kans', 'bestaat', 'dat', 'John', 'de', 'Mol', 'niet', 'zou', 'willen', 'praten', ',', 'mocht', 'dit', 'gesprek', 'met', 'een', 'vrouw', 'plaatsvinden', '.']",0.1794
"['En', 'zoals', 'in', 'dit', 'geval', 'dat', 'John', 'de', 'Mol', 'wil', 'praten', ',', 'was', 'hij', 'er', 'wellicht', 'niet', 'mee', 'akkoord', 'zijn', 'gegaan', 'als', 'het', 'gesprek', 'met', 'een', 'vrouw', 'was', '.']","['Als', 'John', 'de', 'Mol', 'in', 'dit', 'geval', 'zou', 'willen', 'praten', ',', 'was', 'hij', 'daar', 'wellicht', 'niet', 'mee', 'akkoord', 'gegaan', 'als', 'het', 'met', 'een', 'vrouw', 'was', '.']",0.3966
"['De', 'kans', 'bestaat', 'dat', 'John', 'de', 'Mol', 'niet', 'zou', 'willen', 'praten', ',', 'mocht', 'dit', 'gesprek', 'met', 'een', 'vrouw', 'plaatsvinden', '.']","['Als', 'John', 'de', 'Mol', 'in', 'dit', 'geval', 'zou', 'willen', 'praten', ',', 'was', 'hij', 'daar', 'wellicht', 'niet', 'mee', 'akkoord', 'gegaan', 'als', 'het', 'met', 'een', 'vrouw', 'was', '.']",0.1785
"['HAND', 'IN', 'EIGEN', 'BOEZEM', 'WOEHAHA', 'WAT', 'EEN', 'COMEBACK']","['Hand', 'in', 'eigen', 'boezem', '!', 'Hilarisch', 'goede', 'reactie', '.']",0
"['HAND', 'IN', 'EIGEN', 'BOEZEM', 'WOEHAHA', 'WAT', 'EEN', 'COMEBACK']","['De', 'gediende', 'repliek', ""'hand"", 'in', 'eigen', 'boezem', ""'"", 'vind', 'ik', 'hilarisch', '.']",0
"['HAND', 'IN', 'EIGEN', 'BOEZEM', 'WOEHAHA', 'WAT', 'EEN', 'COMEBACK']","['Ze', 'kwam', 'op', 'een', 'geweldige', 'manier', 'terug', 'met', 'haar', 'hand', 'op', 'haar', 'eigen', 'boezem', '.']",0
"['Hand', 'in', 'eigen', 'boezem', '!', 'Hilarisch', 'goede', 'reactie', '.']","['De', 'gediende', 'repliek', ""'hand"", 'in', 'eigen', 'boezem', ""'"", 'vind', 'ik', 'hilarisch', '.']",0.0906
"['Hand', 'in', 'eigen', 'boezem', '!', 'Hilarisch', 'goede', 'reactie', '.']","['Ze', 'kwam', 'op', 'een', 'geweldige', 'manier', 'terug', 'met', 'haar', 'hand', 'op', 'haar', 'eigen', 'boezem', '.']",0.0309
